question,date,yes_price,change_1d,change_3d,change_5d
"Will Trump say ""China"" 5 or more times during New York rally on October 27?",2024-10-26,0.84,1,0,0
"Will Trump say ""phone app"" during Pennsylvania rally on October 26?",2024-10-26,0.2,0,0,0
"Will Trump say ""NAFTA"" during Pennsylvania rally on October 26?",2024-10-26,0.42,0,0,0
"Will Trump say ""Border"" 30 or more times during Georgia rally on October 28?",2024-10-26,0.16,1,0,0
"Will Trump say ""crypto"" or ""Bitcoin"" during New York rally on October 27?",2024-10-26,0.045,0,1,1
"Will Trump say ""missile defense shield"" during New York rally on October 27?",2024-10-26,0.885,1,0,0
Kamala Harris wins the popular vote?,2024-10-26,0.6045,0,0,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-26,0.3605,0,0,0
Will Harris lead in RCP by 2.5 or more on Nov 4?,2024-10-26,0.0105,0,0,0
Will Harris lead in RCP by 1.5-1.9 on Nov 4?,2024-10-26,0.0345,0,0,0
Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,2024-10-26,0.0005,0,0,0
Neither a Democrat nor a Republican wins popular vote?,2024-10-26,0.001,0,0,0
Will Harris lead in RCP by 2.0-2.4 on Nov 4?,2024-10-26,0.0175,0,0,0
Will Harris lead in RCP by 0.5-0.9 on Nov 4?,2024-10-26,0.13,0,0,0
Kamala flips a 2020 Trump state?,2024-10-26,0.325,0,0,0
Kamala Harris wins the popular vote?,2024-10-26,0.6045,0,0,1
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-26,0.3605,0,0,0
Will either Kamala or Trump win every swing state?,2024-10-26,0.335,0,1,0
Will Kamala win New York by 10+ points?,2024-10-26,0.845,0,0,0
"Will Trump say ""Kamala"" 20 or more times during Georgia rally on October 28?",2024-10-26,0.885,0,1,1
Will Kamala win 60% of college graduates?,2024-10-26,0.125,1,1,1
Democrats win popular vote by 7% or more?,2024-10-26,0.0405,0,0,1
Democrats win popular vote by 2-3%?,2024-10-26,0.105,1,0,0
"Will Trump say ""Comrade Kamala"" during Georgia rally on October 28?",2024-10-26,0.375,0,0,0
Will Hillary Clinton win the popular vote in the 2024 Presidential Election?,2024-10-26,0.0005,0,0,0
Democrats win popular vote by 1-2%?,2024-10-26,0.115,0,0,0
Will Nikki Haley win the popular vote in the 2024 Presidential Election?,2024-10-26,0.0005,0,0,0
Kamala Harris wins the popular vote?,2024-10-26,0.6045,0,0,1
Kamala flips a 2020 Trump state?,2024-10-26,0.325,0,0,0
"Will Trump say ""Kamala"" 20 or more times during Georgia rally on October 28?",2024-10-26,0.885,0,1,1
Will Kamala win New York by 10+ points?,2024-10-26,0.845,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-26,0.3605,0,0,0
Will Kamala win 60% of college graduates?,2024-10-26,0.125,1,1,1
"Will Trump say ""Comrade Kamala"" during Georgia rally on October 28?",2024-10-26,0.375,0,0,0
Will Trump do a podcast with Hawk Tuah Girl?,2024-10-26,0.0155,1,1,1
Will Joe Rogan announce he is voting for Trump?,2024-10-26,0.235,0,0,0
"Will Trump say ""Rogan"" during Georgia rally on October 28?",2024-10-26,0.15,1,1,1
Will RFK Jr. debate Biden/Trump?,2024-10-26,0.003,0,0,1
Kamala flips a 2020 Trump state?,2024-10-26,0.325,0,0,0
"Will Trump say ""Kamala"" 20 or more times during Georgia rally on October 28?",2024-10-26,0.885,0,1,1
"Will Trump say ""Comrade Kamala"" during Georgia rally on October 28?",2024-10-26,0.375,0,0,0
Trump fires campaign manager?,2024-10-26,0.016,0,0,0
Will Trump be Speaker by January 1?,2024-10-26,0.0205,0,1,1
Will Joe Biden endorse Donald Trump?,2024-10-26,0.0055,1,0,1
Kamala flips a 2020 Trump state?,2024-10-25,0.32,1,0,0
Kamala Harris wins the popular vote?,2024-10-25,0.5995,1,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-25,0.3605,0,0,0
"Will Trump say ""Kamala"" 20 or more times during Michigan rally on October 25?",2024-10-25,0.83,0,0,0
Will either Kamala or Trump win every swing state?,2024-10-25,0.345,0,1,0
Will Kamala win New York by 10+ points?,2024-10-25,0.835,1,0,0
Will Kamala win 60% of college graduates?,2024-10-25,0.175,0,0,0
"Will Trump say ""trans"" during New York rally on October 27?",2024-10-25,0.895,1,1,1
"Will Trump say ""unrealized"" during Pennsylvania rally on October 26?",2024-10-25,0.385,1,0,0
"Will Trump say ""too big to rig"" 2 or more times during New York rally on October 27?",2024-10-25,0.69,0,0,0
"Will Trump say ""missile defense shield"" during New York rally on October 27?",2024-10-25,0.86,1,1,1
"Will Trump say ""World Trade Center"" during New York rally on October 27?",2024-10-25,0.66,1,0,0
"Will Trump say ""Hitler"" during Michigan rally on October 25?",2024-10-25,0.315,0,0,0
"Will Trump say ""COVID"" 2 or more times during New York rally on October 27?",2024-10-25,0.375,0,0,0
"Will Trump say ""Women's sports"" during New York rally on October 27?",2024-10-25,0.885,1,1,1
"Will Trump say ""trans"" during Michigan rally on October 25?",2024-10-25,0.895,0,0,0
"Will Trump say ""trans"" during Pennsylvania rally on October 26?",2024-10-25,0.895,1,1,1
"Will Trump say ""Green New Scam"" 3 or more times during New York rally on October 27?",2024-10-25,0.32,0,1,1
Will Virginia be the last state to be called by the AP?,2024-10-25,0.045,0,0,0
Trump conviction overturned before election?,2024-10-25,0.011,0,0,0
Kamala Harris wins the popular vote?,2024-10-25,0.5995,1,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-25,0.3605,0,0,0
"Will Trump say ""Women's sports"" during New York rally on October 27?",2024-10-25,0.885,1,1,1
Kamala flips a 2020 Trump state?,2024-10-25,0.32,1,0,0
"Will Trump say ""Kamala"" 20 or more times during Michigan rally on October 25?",2024-10-25,0.83,0,0,0
"Will Trump say ""women's sports"" during Pennsylvania rally on October 26?",2024-10-25,0.895,0,0,0
Will RFK Jr. debate Biden/Trump?,2024-10-25,0.0045,0,0,0
"Will Trump say ""women's sports"" during Michigan rally on October 25?",2024-10-25,0.91,0,0,0
Will either Kamala or Trump win every swing state?,2024-10-25,0.345,0,1,0
Trump grope video released before the election?,2024-10-25,0.075,0,0,0
"Will Trump say ""fake news"" on The Joe Rogan Experience?",2024-10-25,0.72,1,1,1
"Will Trump say ""too big to rig"" 2 or more times during New York rally on October 27?",2024-10-25,0.69,0,0,0
"Will Trump say ""Hitler"" during Michigan rally on October 25?",2024-10-25,0.315,0,0,0
"Will Trump say ""NYPD"" during New York rally on October 27?",2024-10-25,0.875,0,0,0
"Will Trump say ""Wall Street"" during Michigan rally on October 25?",2024-10-25,0.64,0,0,0
Will Trump mention $MAGA before Election?,2024-10-25,0.035,1,0,0
Will Joe Biden endorse Donald Trump?,2024-10-25,0.0055,0,0,1
Kamala Harris wins the popular vote?,2024-10-25,0.5995,1,0,0
Will Trump drop out of presidential race?,2024-10-25,0.013,0,0,0
Trump blowout victory?,2024-10-25,0.18,1,1,1
Will Trump win Arkansas by the largest margin?,2024-10-25,0.0025,0,0,0
Will Trump win West Virginia by the largest margin?,2024-10-25,0.145,1,1,1
Trump wins Pennsylvania but loses the Election?,2024-10-25,0.105,0,0,0
Will the Democratic candidate win Arizona by 4.0% or more?,2024-10-25,0.045,0,0,0
Democrats win popular vote by 4-5%?,2024-10-25,0.075,0,0,0
Democrats win popular vote by 3-4%?,2024-10-25,0.075,0,0,1
Will Donald Trump win the 2024 US Presidential Election?,2024-10-25,0.641,0,1,1
Trump wins every swing state?,2024-10-25,0.3,0,1,0
Democrats win popular vote by 5-6%?,2024-10-25,0.055,0,0,0
Will the Democratic candidate win Nevada by 4.0% or more?,2024-10-25,0.065,0,0,0
Will Trump win no swing states?,2024-10-25,0.095,0,0,0
Democrats win popular vote by 6-7%?,2024-10-25,0.035,0,0,0
Democrats win popular vote by 2-3%?,2024-10-25,0.11,0,0,0
Will Trump win North Dakota by the largest margin?,2024-10-25,0.031,0,0,0
Will Trump win 4 swing states?,2024-10-25,0.095,1,0,1
Democrats win popular vote by 7% or more?,2024-10-25,0.0515,0,0,0
Will Trump win 6 swing states?,2024-10-25,0.13,1,1,1
Will the Democratic candidate win Wisconsin by 4.0% or more?,2024-10-25,0.065,1,1,0
Will the Republican candidate win Nevada by 4.0% or more?,2024-10-25,0.255,0,1,1
Will Trump win Mississippi by 20+ points?,2024-10-25,0.545,0,1,0
Kamala flips a 2020 Trump state?,2024-10-25,0.32,1,0,0
Kamala Harris wins the popular vote?,2024-10-25,0.5995,1,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-25,0.3605,0,0,0
Will either Kamala or Trump win every swing state?,2024-10-25,0.345,0,1,0
"Rabois Parlay: Trump wins PA, MI, GA and AZ?",2024-10-25,0.4,0,0,0
Kamala flips a 2020 Trump state?,2024-10-25,0.32,1,0,0
Will either Kamala or Trump win every swing state?,2024-10-25,0.345,0,1,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-25,0.3605,0,0,0
Trump-Vance Republican ticket on election day?,2024-10-25,0.9875,1,1,1
Will Trump win Texas by 10+ points?,2024-10-25,0.315,1,1,1
Will Trump win 7 swing states?,2024-10-25,0.285,0,1,1
Will any other Republican Politician win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will Trump win 6 swing states?,2024-10-25,0.13,1,1,1
Will Donald Trump win the 2024 US Presidential Election?,2024-10-25,0.641,0,1,1
Trump wins Pennsylvania but loses the Election?,2024-10-25,0.105,0,0,0
"Will Trump say ""Kamala"" 20 or more times during Michigan rally on October 25?",2024-10-25,0.83,0,0,0
Will Trump win 4 swing states?,2024-10-25,0.095,1,0,1
Will Trump win another state by the largest margin?,2024-10-25,0.02,1,0,0
Will Trump win 3 swing states?,2024-10-25,0.095,1,0,0
Will Trump win 5 swing states?,2024-10-25,0.12,1,1,1
Will Gavin Newsom win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will Trump win Florida by 8+ points?,2024-10-25,0.64,0,1,1
Will Nikki Haley win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will the AP call the election by November 7?,2024-10-25,0.69,1,0,1
Will Trump win 2 swing states?,2024-10-25,0.105,0,0,0
Will the AP call the election by November 8?,2024-10-25,0.82,0,1,1
Will Ron DeSantis win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Trump eligible to vote in the election?,2024-10-25,0.994,0,0,0
Will Trump win Mississippi by 20+ points?,2024-10-25,0.545,0,1,0
Will Joe Biden win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will Trump win no swing states?,2024-10-25,0.095,0,0,0
Will Trump win Idaho by the largest margin?,2024-10-25,0.01,0,0,0
Will Trump win North Dakota by the largest margin?,2024-10-25,0.031,0,0,0
Will the AP call the election on November 7?,2024-10-25,0.13,0,0,0
Will the AP call the election by November 6?,2024-10-25,0.575,1,1,1
Will the AP call the election by November 9?,2024-10-25,0.885,1,0,1
Will any other Democratic Politician win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will Chris Christie win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will Trump win Alaska by 6+ points?,2024-10-25,0.865,0,0,0
Will the AP call the election by November 30?,2024-10-25,0.9675,0,0,0
Will the AP call the election by November 12?,2024-10-25,0.935,0,0,0
Will Trump win Alabama by 30+ points?,2024-10-25,0.26,1,1,1
Will the AP call the election on November 8?,2024-10-25,0.135,0,0,0
Will Trump win Wyoming by the largest margin?,2024-10-25,0.76,0,0,0
Will Trump win Florida by 12+ points?,2024-10-25,0.165,1,1,1
Will the AP call the election on November 20?,2024-10-25,0.012,0,0,0
Will the AP call the election on November 14?,2024-10-25,0.017,1,1,1
Will Kamala win New York by 10+ points?,2024-10-25,0.835,1,0,0
Will the AP call the election on November 19?,2024-10-25,0.007,1,1,0
Will Trump election interference trial start in September or October?,2024-10-25,0.0095,0,0,1
Will the AP call the election on November 9?,2024-10-25,0.055,0,0,0
Will the Republican candidate win Arizona by 4.0% or more?,2024-10-25,0.37,1,1,1
Will the AP call the election by November 5?,2024-10-25,0.28,0,0,1
Will Trump win 1 swing state?,2024-10-25,0.075,0,0,0
Will the AP call the election on November 10?,2024-10-25,0.023,0,0,0
Will the AP call the election on November 6?,2024-10-25,0.37,0,1,1
Trump wins every swing state?,2024-10-25,0.3,0,1,0
Will Hillary Clinton win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will the AP call the election on November 12?,2024-10-25,0.02,0,0,0
Trump in jail before election day?,2024-10-25,0.0135,1,0,0
Will Trump win Oklahoma by the largest margin?,2024-10-25,0.0185,1,1,1
Will AOC win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Associated Press declares winner before 3am on Nov 6?,2024-10-25,0.335,1,1,1
Will Trump drop out of presidential race?,2024-10-25,0.013,0,0,0
Will the AP call the election on November 11?,2024-10-25,0.0245,0,0,0
Trump election interference trial doesn't start before November?,2024-10-25,0.9825,0,0,1
Will Trump be Speaker by January 1?,2024-10-25,0.02,1,1,1
Will Trump get more votes than 2020?,2024-10-25,0.795,0,1,0
Trump blowout victory?,2024-10-25,0.18,1,1,1
Will the AP call the election on November 18?,2024-10-25,0.007,1,1,0
Will the AP call the election on November 5?,2024-10-25,0.2,1,1,1
Will the Republican candidate win Arizona by 0%-1.0%?,2024-10-25,0.085,0,0,0
Will Trump win Miami?,2024-10-25,0.59,1,1,1
Will the election be called on Nov 5?,2024-10-25,0.215,1,1,1
Will any other Republican Politician win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
Will the AP call the election on November 17?,2024-10-25,0.007,1,1,0
Will the AP call the election on November 15?,2024-10-25,0.0095,1,1,1
AP doesn't call the election by November 20?,2024-10-25,0.035,0,0,0
Will the AP call the election on November 13?,2024-10-25,0.017,0,0,0
Will the AP call the election on November 16?,2024-10-25,0.0095,0,0,1
"Will either FL, MN, NH, or TX flip in 2024?",2024-10-25,0.195,1,1,1
Will Vivek Ramaswamy win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will the Republican candidate win Arizona by 3.0%-4.0%?,2024-10-25,0.1015,1,1,0
Will Nikki Haley win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
Will Trump win Arkansas by the largest margin?,2024-10-25,0.0025,0,0,0
Will the Republican candidate win Georgia by 4.0% or more?,2024-10-25,0.385,0,0,1
Will the Republican candidate win Arizona by 2.0%-3.0%?,2024-10-25,0.135,0,0,0
Will Ron DeSantis win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
Will the Democratic candidate win Arizona by 4.0% or more?,2024-10-25,0.045,0,0,0
Will Trump win West Virginia by the largest margin?,2024-10-25,0.145,1,1,1
Will the Republican candidate win Nevada by 4.0% or more?,2024-10-25,0.255,0,1,1
Will Bernie Sanders win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Biden wins the Popular Vote?,2024-10-25,0.0005,0,0,0
Kamala Harris wins the popular vote?,2024-10-25,0.5995,1,0,0
Will Michelle Obama win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will the Republican candidate win Arizona by 1.0%-2.0%?,2024-10-25,0.1,0,0,0
Will Kanye West win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will the Republican candidate win Georgia by 0%-1.0%?,2024-10-25,0.105,0,0,0
Trump wins a solid blue state?,2024-10-25,0.205,1,0,0
Will New Mexico be the last state to be called by the AP?,2024-10-25,0.045,0,0,0
Will the Democratic candidate win Arizona by 0%-1.0%?,2024-10-25,0.07,0,0,1
Will Donald Trump win the popular vote in the 2024 Presidential Election?,2024-10-25,0.4015,0,1,1
Will Trump sell shares of DJT before the election?,2024-10-25,0.07,0,0,0
Will Elizabeth Warren win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will the Republican candidate win Nevada by  0%-1.0%?,2024-10-25,0.095,0,1,1
Will any other Democrat Politician win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
Will the Republican candidate win Georgia by 3.0%-4.0%?,2024-10-25,0.085,1,1,1
Will Trump mention 8+ states during Rogan interview?,2024-10-25,0.3,1,1,1
Will RFK Jr. debate Biden/Trump?,2024-10-25,0.0045,0,0,0
Will the Democratic candidate win Arizona by 3.0%-4.0%?,2024-10-25,0.0275,1,1,1
Will the Republican candidate win Wisconsin by 4.0% or more?,2024-10-25,0.245,0,0,1
Will the Republican candidate win Georgia by 2.0%-3.0%?,2024-10-25,0.105,1,1,0
Will Colorado be the last state to be called by the AP?,2024-10-25,0.04,0,0,0
Will the Democratic candidate win Arizona by 2.0%-3.0%?,2024-10-25,0.045,0,0,0
Will the Republican candidate win Nevada by 3.0%-4.0%?,2024-10-25,0.13,0,0,0
"Will Trump say ""border"" 35 or more times during Pennsylvania rally on October 26?",2024-10-25,0.21,0,0,0
Election certified on January 6?,2024-10-25,0.835,1,1,1
"Will Trump say ""Mexico"" 5 or more times during Michigan rally on October 25?",2024-10-25,0.79,0,0,0
Will the Republican candidate win Nevada by 2.0%-3.0%?,2024-10-25,0.105,1,0,0
Will Chris Christie win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
"Will Trump say ""North Carolina"" 5 or more times during Michigan rally on October 25?",2024-10-25,0.43,0,0,0
Will Nate Silver correctly call the Presidential Election?,2024-10-25,0.6,1,1,1
Will the Republican candidate win North Carolina by 4.0% or more?,2024-10-25,0.34,1,1,1
Will Arizona be the last state to be called by the AP?,2024-10-25,0.19,0,0,0
Will the Republican candidate win Wisconsin by 0%-1.0%?,2024-10-25,0.135,0,0,0
Will the Republican candidate win Georgia by 1.0%-2.0%?,2024-10-25,0.11,0,0,0
Will Trump x Rogan interview last 180 min or more?,2024-10-25,0.04,1,1,1
"Will Trump say ""Kamala"" 20 or more times during Michigan rally on October 25?",2024-10-25,0.83,0,0,0
"Will Trump say ""New York"" 30 or more times during New York rally on October 27?",2024-10-25,0.655,0,0,0
"Will Trump say ""Women's sports"" during New York rally on October 27?",2024-10-25,0.885,1,1,1
"Will Trump say ""World Trade Center"" during New York rally on October 27?",2024-10-25,0.66,1,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-25,0.3605,0,0,0
"Will Trump say ""Wall Street"" during Michigan rally on October 25?",2024-10-25,0.64,0,0,0
Kamala flips a 2020 Trump state?,2024-10-25,0.32,1,0,0
"Will Trump say ""NYPD"" during New York rally on October 27?",2024-10-25,0.875,0,0,0
"Will Trump say ""too big to rig"" 2 or more times during New York rally on October 27?",2024-10-25,0.69,0,0,0
"Will Trump say ""tampon"" during New York rally on October 27?",2024-10-25,0.15,1,0,0
"Will Trump say ""Russia"" 5 or more times during New York rally on October 27?",2024-10-25,0.445,0,0,0
"Will Trump say ""women's sports"" during Pennsylvania rally on October 26?",2024-10-25,0.895,0,0,0
"Will Trump say ""women's sports"" during Michigan rally on October 25?",2024-10-25,0.91,0,0,0
"Will Trump say ""trans"" during New York rally on October 27?",2024-10-25,0.895,1,1,1
"Will Trump say ""border"" 30 or more times during New York rally on October 27?",2024-10-25,0.39,0,0,0
Kamala Harris wins the popular vote?,2024-10-25,0.5995,1,0,0
"Will Trump say ""border"" 20 or more times during New York rally on October 27?",2024-10-25,0.845,0,0,0
"Will Trump say ""COVID"" 2 or more times during New York rally on October 27?",2024-10-25,0.375,0,0,0
Will Kamala win New York by 10+ points?,2024-10-25,0.835,1,0,0
"Will Trump say ""god"" 5 or more times during New York rally on October 27?",2024-10-25,0.475,1,0,0
"Will Trump say ""Pocahontas"" during New York rally on October 27?",2024-10-25,0.745,1,1,1
"Will Trump say ""beach"" during Michigan rally on October 25?",2024-10-25,0.665,0,0,0
"Will Trump say ""police"" 15 or more times during New York rally on October 27?",2024-10-25,0.555,0,0,0
"Will Trump say ""beach"" during Pennsylvania rally on October 26?",2024-10-25,0.71,0,0,0
"Will Trump say ""phone app"" during Pennsylvania rally on October 26?",2024-10-25,0.19,1,0,0
"Will Trump say ""missile defense shield"" during New York rally on October 27?",2024-10-25,0.86,1,1,1
"Will Trump say ""inflation"" 10 or more times during New York rally on October 27?",2024-10-25,0.52,0,1,1
"Will Trump say ""American dream"" 3 or more times during Michigan rally on October 25?",2024-10-25,0.48,0,0,0
"Will Trump say ""McDonald's"" during Pennsylvania rally on October 26?",2024-10-25,0.81,1,1,1
"Will Trump say ""unrealized"" during Pennsylvania rally on October 26?",2024-10-25,0.385,1,0,0
"Will Trump say ""Green New Scam"" 3 or more times during New York rally on October 27?",2024-10-25,0.32,0,1,1
"Will Trump say ""Ford"" during Michigan rally on October 25?",2024-10-25,0.45,0,0,0
"Will Trump say ""Hitler"" during Michigan rally on October 25?",2024-10-25,0.315,0,0,0
"Will Trump say ""China"" 5 or more times during New York rally on October 27?",2024-10-25,0.86,0,0,0
"Will Trump say ""McDonald's"" during Michigan rally on October 25?",2024-10-25,0.82,1,1,1
"Will Trump say ""Detroit"" during Michigan rally on October 25?",2024-10-25,0.82,1,1,1
"Will Trump say ""crypto"" or ""Bitcoin"" during New York rally on October 27?",2024-10-25,0.055,0,0,0
"Will Trump say ""Tampon"" during Pennsylvania rally on October 26?",2024-10-25,0.125,1,0,0
"Will Trump say ""tax"" 30 or more times during New York rally on October 27?",2024-10-25,0.49,1,0,0
"Will Trump say ""Mars"" during Pennsylvania rally on October 26?",2024-10-25,0.815,0,0,0
"Will Trump say ""trans"" during Michigan rally on October 25?",2024-10-25,0.895,0,0,0
Will either Kamala or Trump win every swing state?,2024-10-25,0.345,0,1,0
"Will Trump say ""trans"" during Pennsylvania rally on October 26?",2024-10-25,0.895,1,1,1
"Will Trump say ""NAFTA"" during Michigan rally on October 25?",2024-10-25,0.53,0,0,0
"Will Trump say ""Elon"" 5 or more times during Michigan rally on October 25?",2024-10-25,0.665,0,0,0
"Will Trump say ""NAFTA"" during Pennsylvania rally on October 26?",2024-10-25,0.43,0,0,0
"Will Trump say ""french fries"" during Pennsylvania rally on October 26?",2024-10-25,0.39,0,1,1
"Will Trump say ""Pocahontas"" during Michigan rally on October 25?",2024-10-25,0.87,0,0,0
"Will Trump say ""border"" 30 or more times during Michigan rally on October 25?",2024-10-25,0.325,0,0,0
"Will Trump say ""sanctuary city"" during Pennsylvania rally on October 26?",2024-10-25,0.855,1,1,1
"Will Trump say ""border"" 25 or more times during Michigan rally on October 25?",2024-10-25,0.58,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-25,0.3605,0,0,0
Will Hillary Clinton win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will Hillary Clinton win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
Kamala Harris wins the popular vote?,2024-10-25,0.5995,1,0,0
Kamala flips a 2020 Trump state?,2024-10-25,0.32,1,0,0
Will the Democratic candidate win Wisconsin by 4.0% or more?,2024-10-25,0.065,1,1,0
Will Elizabeth Warren win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will the Democratic candidate win Wisconsin by 3%-4.0%?,2024-10-25,0.045,0,0,0
Will Elizabeth Warren win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
Will Nikki Haley win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
Will the Democratic candidate win Wisconsin by 0%-1.0%?,2024-10-25,0.115,1,1,1
Will Nikki Haley win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
Will the Republican candidate win Wisconsin by 4.0% or more?,2024-10-25,0.245,0,0,1
"Will Trump say ""Hitler"" during Michigan rally on October 25?",2024-10-25,0.315,0,0,0
"Will Trump say ""Hitler"" on The Joe Rogan Experience?",2024-10-25,0.65,0,0,0
"Will Trump say ""World Trade Center"" during New York rally on October 27?",2024-10-25,0.66,1,0,0
"Will Trump say ""Women's sports"" during New York rally on October 27?",2024-10-25,0.885,1,1,1
"Will Trump say ""Wall Street"" during Michigan rally on October 25?",2024-10-25,0.64,0,0,0
"Will Trump say ""women's sports"" during Michigan rally on October 25?",2024-10-25,0.91,0,0,0
"Will Trump say ""Green New Scam"" 3 or more times during New York rally on October 27?",2024-10-25,0.32,0,1,1
"Will Trump say ""too big to rig"" 2 or more times during New York rally on October 27?",2024-10-25,0.69,0,0,0
"Will Trump say ""trans"" during New York rally on October 27?",2024-10-25,0.895,1,1,1
"Will Trump say ""Kamala"" 20 or more times during Michigan rally on October 25?",2024-10-25,0.83,0,0,0
"Will Trump say ""New York"" 30 or more times during New York rally on October 27?",2024-10-25,0.655,0,0,0
"Will Trump say ""Russia"" 5 or more times during New York rally on October 27?",2024-10-25,0.445,0,0,0
Donald & Melania Trump divorce before election?,2024-10-25,0.0115,0,1,0
Trump eligible to vote in the election?,2024-10-25,0.994,0,0,0
Trump wins every swing state?,2024-10-25,0.3,0,1,0
Trump in jail before election day?,2024-10-25,0.0135,1,0,0
Will Trump win no swing states?,2024-10-25,0.095,0,0,0
Trump-Vance Republican ticket on election day?,2024-10-25,0.9875,1,1,1
AP doesn't call the election by November 20?,2024-10-25,0.035,0,0,0
Will Trump get more votes than 2020?,2024-10-25,0.795,0,1,0
Trump blowout victory?,2024-10-25,0.18,1,1,1
Trump wins Pennsylvania but loses the Election?,2024-10-25,0.105,0,0,0
Will the AP call the election by November 30?,2024-10-25,0.9675,0,0,0
Will Donald Trump win the 2024 US Presidential Election?,2024-10-25,0.641,0,1,1
"Will Trump say ""border"" 30 or more times during Michigan rally on October 25?",2024-10-25,0.325,0,0,0
"Will Trump say ""border"" 25 or more times during Michigan rally on October 25?",2024-10-25,0.58,0,0,0
Will the Democratic candidate win Arizona by 4.0% or more?,2024-10-25,0.045,0,0,0
"Will Trump say ""New York"" 30 or more times during New York rally on October 27?",2024-10-25,0.655,0,0,0
"Will Trump say ""Russia"" 5 or more times during New York rally on October 27?",2024-10-25,0.445,0,0,0
Will Trump drop out of presidential race?,2024-10-25,0.013,0,0,0
"Will Trump say ""Mexico"" 5 or more times during Michigan rally on October 25?",2024-10-25,0.79,0,0,0
Democrats win popular vote by 4-5%?,2024-10-25,0.075,0,0,0
Will the AP call the election on November 18?,2024-10-25,0.007,1,1,0
"Will Trump say ""Kamala"" 20 or more times during Michigan rally on October 25?",2024-10-25,0.83,0,0,0
Will Trump win 6 swing states?,2024-10-25,0.13,1,1,1
Democrats win popular vote by 5-6%?,2024-10-25,0.055,0,0,0
Will Trump mention $MAGA before Election?,2024-10-25,0.035,1,0,0
Will Trump win 5 swing states?,2024-10-25,0.12,1,1,1
Will the AP call the election on November 15?,2024-10-25,0.0095,1,1,1
Will the election be called on Nov 5?,2024-10-25,0.215,1,1,1
"Will Trump say ""North Carolina"" 5 or more times during Michigan rally on October 25?",2024-10-25,0.43,0,0,0
"Will Trump say ""border"" 30 or more times during New York rally on October 27?",2024-10-25,0.39,0,0,0
Kamala Harris wins the popular vote?,2024-10-25,0.5995,1,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-25,0.3605,0,0,0
Kamala flips a 2020 Trump state?,2024-10-25,0.32,1,0,0
Will either Kamala or Trump win every swing state?,2024-10-25,0.345,0,1,0
Will Kamala win 60% of college graduates?,2024-10-25,0.175,0,0,0
Will Kamala win New York by 10+ points?,2024-10-25,0.835,1,0,0
Will Elizabeth Warren win the popular vote in the 2024 Presidential Election?,2024-10-25,0.0005,0,0,0
Will Kamala Harris win the 2024 US Presidential Election?,2024-10-25,0.3605,0,0,0
Kamala Harris wins the popular vote?,2024-10-25,0.5995,1,0,0
Kamala flips a 2020 Trump state?,2024-10-25,0.32,1,0,0
Will either Kamala or Trump win every swing state?,2024-10-25,0.345,0,1,0
Will any other Democratic Politician win the 2024 US Presidential Election?,2024-10-25,0.0005,0,0,0
