title,url,matching_questions,similarity
McEnany: This was NEVER supposed to be allowed,https://www.youtube.com/watch?v=TD4f5deoDBw,Will 400-450k federal employees accept the buyout?,0.4283904433250427
McEnany: This was NEVER supposed to be allowed,https://www.youtube.com/watch?v=TD4f5deoDBw,Will 150-200k federal employees accept the buyout?,0.4279867708683014
McEnany: This was NEVER supposed to be allowed,https://www.youtube.com/watch?v=TD4f5deoDBw,Will 350-400k federal employees accept the buyout?,0.4275752007961273
McEnany: This was NEVER supposed to be allowed,https://www.youtube.com/watch?v=TD4f5deoDBw,Will 250-300k federal employees accept the buyout?,0.42625558376312256
McEnany: This was NEVER supposed to be allowed,https://www.youtube.com/watch?v=TD4f5deoDBw,Will Trump pass a border/immigration law in first 100 days?,0.4240477979183197
McEnany: This was NEVER supposed to be allowed,https://www.youtube.com/watch?v=TD4f5deoDBw,Will 200-250k federal employees accept the buyout?,0.4202607274055481
McEnany: This was NEVER supposed to be allowed,https://www.youtube.com/watch?v=TD4f5deoDBw,Will 300-350k federal employees accept the buyout?,0.4169461727142334
McEnany: This was NEVER supposed to be allowed,https://www.youtube.com/watch?v=TD4f5deoDBw,Will 50-100k federal employees accept the buyout?,0.41479265689849854
McEnany: This was NEVER supposed to be allowed,https://www.youtube.com/watch?v=TD4f5deoDBw,Will fewer than 50k federal employees accept the buyout?,0.4098678231239319
BREAKING: Senate confirms Kash Patel as FBI director,https://www.youtube.com/watch?v=qO4kolUhonY,Will Andrew Bailey be Trump's FBI director?,0.5186647772789001
BREAKING: Senate confirms Kash Patel as FBI director,https://www.youtube.com/watch?v=qO4kolUhonY,Will Ken Paxton be Trump's FBI director?,0.47645580768585205
BREAKING: Senate confirms Kash Patel as FBI director,https://www.youtube.com/watch?v=qO4kolUhonY,Will Kash Patel be Trump's FBI director?,0.4744358956813812
BREAKING: Senate confirms Kash Patel as FBI director,https://www.youtube.com/watch?v=qO4kolUhonY,Will Mike Rogers be Trump's FBI director?,0.4722895324230194
White House responds to Democrat attacks on Elon Musk and DOGE,https://www.youtube.com/watch?v=DUYQPun6XPQ,Will Trump remove tariff on Mexico before March?,0.4804639518260956
White House responds to Democrat attacks on Elon Musk and DOGE,https://www.youtube.com/watch?v=DUYQPun6XPQ,Will Trump say 'Mexico' 5+ times during the 2025 State of the Union?,0.44897615909576416
White House responds to Democrat attacks on Elon Musk and DOGE,https://www.youtube.com/watch?v=DUYQPun6XPQ,Trump tariffs on Mexico in effect by May 1?,0.42182862758636475
White House responds to Democrat attacks on Elon Musk and DOGE,https://www.youtube.com/watch?v=DUYQPun6XPQ,Will Mike Rogers be Trump's FBI director?,0.421671986579895
White House responds to Democrat attacks on Elon Musk and DOGE,https://www.youtube.com/watch?v=DUYQPun6XPQ,Will Trump cut NPR funding in February?,0.4042237102985382
Elon Musk issues chilling warning: This is 'not optional',https://www.youtube.com/watch?v=cIHifEI35y0,Lori Chavez-DeRemer confirmed as Labor Secretary?,0.42189136147499084
'TONE IT DOWN': Zelenskyy warned over Trump criticism,https://www.youtube.com/watch?v=_K6UgYwp-ww,Will Trump meet with Zelenskyy before July?,0.5165156126022339
'TONE IT DOWN': Zelenskyy warned over Trump criticism,https://www.youtube.com/watch?v=_K6UgYwp-ww,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.4953044354915619
'TONE IT DOWN': Zelenskyy warned over Trump criticism,https://www.youtube.com/watch?v=_K6UgYwp-ww,Will Trump sanction Russia before March?,0.48766639828681946
'TONE IT DOWN': Zelenskyy warned over Trump criticism,https://www.youtube.com/watch?v=_K6UgYwp-ww,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.4444761872291565
'TONE IT DOWN': Zelenskyy warned over Trump criticism,https://www.youtube.com/watch?v=_K6UgYwp-ww,Will Trump cut aid to Jordan or Egypt before March?,0.4130994975566864
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will Trump cut NPR funding in February?,0.4572208821773529
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will fewer than 50k federal employees accept the buyout?,0.42900577187538147
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will 500k or more federal employees accept the buyout?,0.42702049016952515
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will Trump issue an executive order on February 15?,0.4206058382987976
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will 350-400k federal employees accept the buyout?,0.41950684785842896
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will 450-500k federal employees accept the buyout?,0.41792646050453186
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will 400-450k federal employees accept the buyout?,0.4156453013420105
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will 300-350k federal employees accept the buyout?,0.4147440195083618
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will Trump issue an executive order on February 21?,0.4144783318042755
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will Trump issue an executive order on February 22?,0.41362667083740234
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will Trump issue an executive order on February 20?,0.41039568185806274
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will 50-100k federal employees accept the buyout?,0.40781882405281067
Stacey Abrams in DOGE crosshairs over $2B to nonprofit,https://www.youtube.com/watch?v=ubo6xvTGTyI,Will 250-300k federal employees accept the buyout?,0.40648120641708374
NY gov melts down after Trump ends congestion pricing,https://www.youtube.com/watch?v=A-DUnH67A8E,Will Trump halt NYC congestion pricing before April?,0.6936861872673035
JD Vance fires back at Zelenskyy for 'badmouthing' Trump: 'Atrocious',https://www.youtube.com/watch?v=X-vbrOcCfN4,Will Trump meet with Zelenskyy before July?,0.5975784063339233
JD Vance fires back at Zelenskyy for 'badmouthing' Trump: 'Atrocious',https://www.youtube.com/watch?v=X-vbrOcCfN4,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.5762087106704712
JD Vance fires back at Zelenskyy for 'badmouthing' Trump: 'Atrocious',https://www.youtube.com/watch?v=X-vbrOcCfN4,Will Putin meet with Trump in February?,0.5522257685661316
JD Vance fires back at Zelenskyy for 'badmouthing' Trump: 'Atrocious',https://www.youtube.com/watch?v=X-vbrOcCfN4,"Will Trump and Elon say ""Saudi Arabia"" during their Feb 18 interview?",0.5434105396270752
JD Vance fires back at Zelenskyy for 'badmouthing' Trump: 'Atrocious',https://www.youtube.com/watch?v=X-vbrOcCfN4,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.5424543023109436
JD Vance fires back at Zelenskyy for 'badmouthing' Trump: 'Atrocious',https://www.youtube.com/watch?v=X-vbrOcCfN4,Will Trump cut aid to Jordan or Egypt before March?,0.43001437187194824
JD Vance fires back at Zelenskyy for 'badmouthing' Trump: 'Atrocious',https://www.youtube.com/watch?v=X-vbrOcCfN4,Will Trump meet with Keir Starmer in 2025?,0.4191420376300812
JD Vance fires back at Zelenskyy for 'badmouthing' Trump: 'Atrocious',https://www.youtube.com/watch?v=X-vbrOcCfN4,Will Trump meet with Keir Starmer in his first 100 days?,0.4019346535205841
'REMARKABLE': Trump ends taxpayer benefits for illegal migrants,https://www.youtube.com/watch?v=DA-jDVYQ4VI,Trump tariffs on Mexico in effect by May 1?,0.4317448139190674
Biden admin was shoveling cash out the door: Sen. Ted Cruz,https://www.youtube.com/watch?v=0OIPGl6vZHU,Will Trump meet with Zelenskyy before July?,0.48125797510147095
Biden admin was shoveling cash out the door: Sen. Ted Cruz,https://www.youtube.com/watch?v=0OIPGl6vZHU,Will Trump meet with Volodymyr Zelenskyy in 2025?,0.45222651958465576
Biden admin was shoveling cash out the door: Sen. Ted Cruz,https://www.youtube.com/watch?v=0OIPGl6vZHU,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.42009004950523376
Biden admin was shoveling cash out the door: Sen. Ted Cruz,https://www.youtube.com/watch?v=0OIPGl6vZHU,Will Trump sanction Russia before March?,0.4121970236301422
"WAR OF WORDS: Trump, Zelenskyy tension escalates",https://www.youtube.com/watch?v=YwXzcxz8rSo,Will Trump cut aid to Jordan or Egypt before March?,0.4001418650150299
Gutfeld: Dems send out a 'billionaire bat signal' to find their own Joe Rogan,https://www.youtube.com/watch?v=WakdQfAX1hw,Will Trump attend a sporting event by Sunday?,0.4297424554824829
Judge Jeanine praises Trump-Musk interview as refreshing,https://www.youtube.com/watch?v=J8ndnmlISAE,Will Elon talk more than Trump during Hannity interview?,0.4114032983779907
"Government should send a portion of DOGE savings back to American taxpayers, CEO says",https://www.youtube.com/watch?v=P9p9DUhKDgc,Will Trump cut NPR funding in February?,0.5321470499038696
"Government should send a portion of DOGE savings back to American taxpayers, CEO says",https://www.youtube.com/watch?v=P9p9DUhKDgc,Will Trump say 'DOGE' or 'Department of Government Efficiency' during the 2025 State of the Union?,0.46662139892578125
"Government should send a portion of DOGE savings back to American taxpayers, CEO says",https://www.youtube.com/watch?v=P9p9DUhKDgc,Will Trump Media invest in Ethereum before March?,0.44134315848350525
"Government should send a portion of DOGE savings back to American taxpayers, CEO says",https://www.youtube.com/watch?v=P9p9DUhKDgc,Will Trump Media invest in $TRUMP before March?,0.4349825382232666
"Government should send a portion of DOGE savings back to American taxpayers, CEO says",https://www.youtube.com/watch?v=P9p9DUhKDgc,Will Trump Media invest in Solana before March?,0.4111827313899994
"Government should send a portion of DOGE savings back to American taxpayers, CEO says",https://www.youtube.com/watch?v=P9p9DUhKDgc,Will Ken Paxton be Trump's FBI director?,0.40693509578704834
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.5766946077346802
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,Will Trump issue an executive order on February 19?,0.5466307401657104
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,Will Trump issue an executive order on February 20?,0.5296792984008789
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,Will Trump issue an executive order on February 15?,0.5130252838134766
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,Will Elon talk more than Trump during Hannity interview?,0.4811820387840271
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,"Will Trump and Elon say ""FEMA"" during their Feb 18 interview?",0.47745150327682495
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,"Will Trump and Elon say ""NATO"" during their Feb 18 interview?",0.4497803747653961
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,"Will Trump and Elon say ""Saudi Arabia"" during their Feb 18 interview?",0.44323933124542236
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,"Will Trump and Elon say ""TikTok"" during their Feb 18 interview?",0.43140262365341187
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,Will Trump meet with Keir Starmer in his first 100 days?,0.4251025319099426
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,"Will Trump and Elon say ""Department of Education"" during their Feb 18 interview?",0.4180038571357727
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,"Will Trump and Elon say ""October 7"" during their Feb 18 interview?",0.4148175120353699
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,"Will Trump and Elon say ""woke"" during their Feb 18 interview?",0.41150927543640137
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,Will Trump meet with Javier Milei in his first 100 days?,0.4112827777862549
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,Will Trump meet with Volodymyr Zelenskyy in his first 100 days?,0.4089939594268799
'SO BAD': Trump responds to media's 'President Musk' claims,https://www.youtube.com/watch?v=65ADcQ2GCdE,"Will Trump and Elon say ""Crypto"" or ""Bitcoin"" during their Feb 18 interview?",0.40467268228530884
Peter Doocy: Trump admin is looking to reboot the whole system,https://www.youtube.com/watch?v=KEfAZVz8PH4,Will Trump Media invest in $TRUMP before March?,0.47449466586112976
Peter Doocy: Trump admin is looking to reboot the whole system,https://www.youtube.com/watch?v=KEfAZVz8PH4,Will Trump cut NPR funding in February?,0.47096753120422363
Peter Doocy: Trump admin is looking to reboot the whole system,https://www.youtube.com/watch?v=KEfAZVz8PH4,Will Trump Media invest in Ethereum before March?,0.46791166067123413
Peter Doocy: Trump admin is looking to reboot the whole system,https://www.youtube.com/watch?v=KEfAZVz8PH4,Will Trump Media invest in Bitcoin before March?,0.4117108881473541
Peter Doocy: Trump admin is looking to reboot the whole system,https://www.youtube.com/watch?v=KEfAZVz8PH4,Will Trump Media invest in Solana before March?,0.41020944714546204
Peter Doocy: Trump admin is looking to reboot the whole system,https://www.youtube.com/watch?v=KEfAZVz8PH4,"Will Trump and Elon say ""Billion"" 10 or more times during their Feb 18 interview?",0.4036678075790405
Peter Doocy: Trump admin is looking to reboot the whole system,https://www.youtube.com/watch?v=KEfAZVz8PH4,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.4004170298576355
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.5916268825531006
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""Crypto"" or ""Bitcoin"" during their Feb 18 interview?",0.5202208161354065
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""FEMA"" during their Feb 18 interview?",0.5097203254699707
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,Will Trump say 'DOGE' or 'Department of Government Efficiency' during the 2025 State of the Union?,0.5023903846740723
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,Will Elon talk more than Trump during Hannity interview?,0.49029994010925293
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,Will Trump say 'crypto' or 'Bitcoin' during the 2025 State of the Union?,0.4728294014930725
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""Department of Education"" during their Feb 18 interview?",0.47209811210632324
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""DOGE"" 3 or more times during their Feb 18 interview?",0.47003382444381714
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""Billion"" 10 or more times during their Feb 18 interview?",0.4697360396385193
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""Paper Straw"" during their Feb 18 interview?",0.4470915198326111
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump say 'DEI' or 'diversity, equity, and inclusion' during the 2025 State of the Union?",0.4419553577899933
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""October 7"" during their Feb 18 interview?",0.4316112995147705
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""TikTok"" during their Feb 18 interview?",0.4268573820590973
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,Will Trump say 'term limit' during the 2025 State of the Union?,0.42451807856559753
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""woke"" during their Feb 18 interview?",0.4217798709869385
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""AI"" or ""Artificial Intelligence"" during their Feb 18 interview?",0.4211888611316681
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""NATO"" during their Feb 18 interview?",0.4157068133354187
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""Kickback"" during their Feb 18 interview?",0.4112715721130371
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,"Will Trump and Elon say ""trans"" or ""transgender during their Feb 18 interview?",0.4109460711479187
Elon Musk's DOGE zeroes in on Social Security fraud,https://www.youtube.com/watch?v=LDB6GOVDEjo,Will Trump cut NPR funding in February?,0.4056885242462158
Bret Baier: Elon Musk's DOGE is 'finding a LOT of stuff',https://www.youtube.com/watch?v=3rJuejRbGII,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.56840980052948
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Sinaloa Cartel as a terrorist organization before April?,0.649931788444519
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Tren de Aragua as a terrorist organization before April?,0.620792031288147
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Gulf Cartel as a terrorist organization before April?,0.602515697479248
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump designate cartels as terrorists before March?,0.5628854036331177
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list the Jalisco New Generation Cartel (CJNG) as a terrorist organization before April?,0.5554514527320862
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump list Los Zetas as a terrorist organization before April?,0.5462197065353394
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Trump tariffs on Mexico in effect by May 1?,0.46370476484298706
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump remove tariff on Mexico before March?,0.463239461183548
NEW: Trump designates Venezuelan gang as terror organization,https://www.youtube.com/watch?v=NjnuCBLAWbI,Will Trump say 'Mexico' 5+ times during the 2025 State of the Union?,0.42959970235824585
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,Will Elon talk more than Trump during Hannity interview?,0.5553463101387024
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""FEMA"" during their Feb 18 interview?",0.5129947066307068
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""Paper Straw"" during their Feb 18 interview?",0.4782056212425232
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""Billion"" 10 or more times during their Feb 18 interview?",0.447811096906662
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""trans"" or ""transgender during their Feb 18 interview?",0.4474234879016876
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""woke"" during their Feb 18 interview?",0.44643133878707886
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""Saudi Arabia"" during their Feb 18 interview?",0.44063591957092285
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.43628859519958496
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""TikTok"" during their Feb 18 interview?",0.43357259035110474
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""Crypto"" or ""Bitcoin"" during their Feb 18 interview?",0.43129050731658936
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""October 7"" during their Feb 18 interview?",0.4199974834918976
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""DOGE"" 3 or more times during their Feb 18 interview?",0.41859108209609985
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""COVID"" during their Feb 18 interview?",0.4166713058948517
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,Will Trump meet with Keir Starmer in his first 100 days?,0.41538572311401367
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""Kickback"" during their Feb 18 interview?",0.4127253293991089
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""NATO"" during their Feb 18 interview?",0.41184666752815247
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""China"" 10 or more times during their Feb 18 interview?",0.4086551368236542
'THEY'RE GUILTY': Elon Musk fires back at left-wing attacks,https://www.youtube.com/watch?v=_CYtijMsGrU,"Will Trump and Elon say ""Department of Education"" during their Feb 18 interview?",0.40308845043182373
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,Will Trump Media invest in Ethereum before March?,0.5044997930526733
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.4925907552242279
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,"Will Trump and Elon say ""Billion"" 10 or more times during their Feb 18 interview?",0.4851979911327362
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,Will Trump Media invest in $TRUMP before March?,0.463729590177536
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,"Will Trump and Elon say ""Crypto"" or ""Bitcoin"" during their Feb 18 interview?",0.4490073323249817
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,Will Elon talk more than Trump during Hannity interview?,0.4403727352619171
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,Will Trump Media invest in Bitcoin before March?,0.4251084625720978
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,Will Trump issue an executive order on February 19?,0.4230116009712219
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,"Will Trump and Elon say ""FEMA"" during their Feb 18 interview?",0.4190893769264221
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,Will Trump Media invest in Solana before March?,0.41178491711616516
Trump surprised as Elon Musk reveals moment he decided to back him,https://www.youtube.com/watch?v=2SqQaYlsKps,"Will Trump and Elon say ""AI"" or ""Artificial Intelligence"" during their Feb 18 interview?",0.4000852108001709
DOGE FIGHT: Trump continues quest to slash bureaucracy as Musk faces restraining orders,https://www.youtube.com/watch?v=nBgTUADddkU,Will Trump say 'DOGE' or 'Department of Government Efficiency' during the 2025 State of the Union?,0.5022344589233398
DOGE FIGHT: Trump continues quest to slash bureaucracy as Musk faces restraining orders,https://www.youtube.com/watch?v=nBgTUADddkU,Will Trump Media invest in $TRUMP before March?,0.4031713008880615
"Trump, Musk warn Americans what will lead the country to go bankrupt",https://www.youtube.com/watch?v=aao0bl7RlKo,Will Elon talk more than Trump during Hannity interview?,0.4304271936416626
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,Will Trump say 'Elon' or 'Musk' during the 2025 State of the Union?,0.5820131301879883
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""Billion"" 10 or more times during their Feb 18 interview?",0.5410020351409912
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,Will Elon talk more than Trump during Hannity interview?,0.53995680809021
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""FEMA"" during their Feb 18 interview?",0.5292867422103882
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""Crypto"" or ""Bitcoin"" during their Feb 18 interview?",0.4930768311023712
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""Kickback"" during their Feb 18 interview?",0.48600122332572937
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""Saudi Arabia"" during their Feb 18 interview?",0.48557114601135254
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""TikTok"" during their Feb 18 interview?",0.4834877848625183
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""DOGE"" 3 or more times during their Feb 18 interview?",0.46779584884643555
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""China"" 10 or more times during their Feb 18 interview?",0.46224603056907654
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""NATO"" during their Feb 18 interview?",0.4614090025424957
Elon Musk: Were watching the thrashing of bureaucracy,https://www.youtube.com/watch?v=8SpcLT8-Eds,"Will Trump and Elon say ""woke"" during their Feb 18 interview?",0.45720773935317993
