title,url,matching_questions,similarity,yes_price,change_1d,change_3d,change_5d,upload_date
KJP grilled over Hunter Biden pardon: 'Do you owe an apology to the American people?',https://www.youtube.com/watch?v=UnZTQQlmz2w,Will Biden pardon Trump?,0.6023144721984863,0.069,0,1,1,2024-12-07T22:00:20Z
'OVER THE TOP': House speaker slams Dems' character assassination of Trump picks,https://www.youtube.com/watch?v=5napzQQ2DYA,Pete Hegseth confirmed as Secretary of Defense?,0.7312145233154297,0.38,1,1,1,2024-12-07T16:00:07Z
'OVER THE TOP': House speaker slams Dems' character assassination of Trump picks,https://www.youtube.com/watch?v=5napzQQ2DYA,Will Pete Hegseth be Trump's Defense Secretary?,0.6968989968299866,0.355,1,1,1,2024-12-07T16:00:07Z
'OVER THE TOP': House speaker slams Dems' character assassination of Trump picks,https://www.youtube.com/watch?v=5napzQQ2DYA,Will Mike Rogers be Trump's Defense Secretary?,0.6522868871688843,0.023,1,-1,-1,2024-12-07T16:00:07Z
'OVER THE TOP': House speaker slams Dems' character assassination of Trump picks,https://www.youtube.com/watch?v=5napzQQ2DYA,Will Mike Pompeo be Trump's Defense Secretary?,0.6005973815917969,0.0075,-1,-1,-1,2024-12-07T16:00:07Z
Fetterman calls NY Trump case politically motivated on The View,https://www.youtube.com/watch?v=dXqmnVTGNBQ,Will Biden pardon Trump?,0.6722560524940491,0.069,0,1,1,2024-12-07T00:15:03Z
Jesse Watters predicts 'St. Joe' might be 'doling out pardons for Christmas',https://www.youtube.com/watch?v=n6dzRiYnNPg,Will Biden pardon Trump?,0.6349170804023743,0.0615,-1,1,1,2024-12-05T23:30:09Z
Biden aides weigh pardons for those in Trump's 'crosshairs': Report,https://www.youtube.com/watch?v=2u8xNxgdE7o,Will Biden pardon Trump?,0.645361602306366,0.0615,-1,1,1,2024-12-05T19:45:00Z
The Five: Biden loses his most loyal foot soldier after Hunter pardon,https://www.youtube.com/watch?v=6D_tcV05Mxg,Will Biden pardon Trump?,0.6494452357292175,0.0615,-1,1,1,2024-12-05T00:00:03Z
Pete Hegseth's mother sets record straight: 'He's a warrior',https://www.youtube.com/watch?v=c4o3k0T10F8,Will Pete Hegseth be Trump's Defense Secretary?,0.7068588733673096,0.16,1,1,1,2024-12-04T14:45:02Z
Pete Hegseth's mother sets record straight: 'He's a warrior',https://www.youtube.com/watch?v=c4o3k0T10F8,Pete Hegseth confirmed as Secretary of Defense?,0.6950505971908569,0.18,1,1,1,2024-12-04T14:45:02Z
Former Obama staffers FURIOUS over Hunter Biden's pardon: 'Full of s---',https://www.youtube.com/watch?v=pxYydYUgX1c,Will Biden pardon Trump?,0.6413474678993225,0.0585,1,1,1,2024-12-04T11:45:11Z
Hunter Biden's pardon leaves Dems with deepening 'identity crisis',https://www.youtube.com/watch?v=3Yq62SAibq4,Will Biden pardon Trump?,0.7433895468711853,0.0585,1,1,1,2024-12-04T09:30:01Z
MSNBC pundit left speechless by Hunter Biden pardon news,https://www.youtube.com/watch?v=sYPY3zwG2RA,Will Biden pardon Trump?,0.6564227938652039,0.0795,-1,-1,-1,2024-12-03T20:00:32Z
Ron DeSantis: This is a corrupt abuse of power,https://www.youtube.com/watch?v=LIdmPZa1oP8,Will Biden pardon Trump?,0.6144235730171204,0.0795,-1,-1,-1,2024-12-03T17:00:19Z
'Nervous laughter': Trump delivers warning to Trudeau at Mar-a-Lago,https://www.youtube.com/watch?v=6TraGJw290U,Will Trump impose 25% tariff on Mexico or Canada before February?,0.7077939510345459,0.195,1,-1,-1,2024-12-03T13:15:01Z
Special counsel doesn't want Hunter Biden case dismissed: No 'selective prosecution',https://www.youtube.com/watch?v=gXP2bjqXPhI,Will Biden pardon Trump?,0.6365302205085754,0.0795,-1,-1,-1,2024-12-03T12:30:41Z
Judge Jeanine: Hunter's pardon shows the Bidens are afraid of something,https://www.youtube.com/watch?v=Wd0ScLo6RpY,Will Biden pardon Trump?,0.6419547200202942,0.0795,-1,-1,-1,2024-12-03T01:00:21Z
The Five: Trump 'drops a bomb' on the deep state,https://www.youtube.com/watch?v=1Ho6Loq4zsk,Will Kash Patel be Trump's FBI director?,0.6790986061096191,0.635,1,1,1,2024-12-03T00:15:00Z
The Five: Trump 'drops a bomb' on the deep state,https://www.youtube.com/watch?v=1Ho6Loq4zsk,Kash Patel confirmed as Director of the FBI?,0.6213292479515076,0.585,1,1,1,2024-12-03T00:15:00Z
Kayleigh McEnany: There is a HUGE disparity with this.,https://www.youtube.com/watch?v=dICkMZik1bQ,Will Biden pardon Trump?,0.6060503721237183,0.043,1,1,1,2024-12-02T18:45:01Z
This is fantastic news for Donald Trump: Kerri Urbahn,https://www.youtube.com/watch?v=n8dpGPmT8RM,Will Biden pardon Trump?,0.6914458870887756,0.043,1,1,1,2024-12-02T16:30:11Z
"Trump's FBI pick will uncover 'a lot of evidence' of weaponization, KT McFarland warns",https://www.youtube.com/watch?v=aEbmGdl-FSk,Will Pam Bondi be Trump's Attorney General?,0.7348591685295105,0.93,1,0,1,2024-12-02T15:45:01Z
"Trump's FBI pick will uncover 'a lot of evidence' of weaponization, KT McFarland warns",https://www.youtube.com/watch?v=aEbmGdl-FSk,Pam Bondi confirmed as Attorney General?,0.6835508346557617,0.935,0,0,1,2024-12-02T15:45:01Z
'I'm just floored!': Hosts react to Hunter Biden pardon,https://www.youtube.com/watch?v=9XroGxpzasc,Will Biden pardon Trump?,0.6023545265197754,0.043,1,1,1,2024-12-02T15:00:09Z
Mexican president reverses course after Trump threat,https://www.youtube.com/watch?v=tYxI3CwMN8k,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6756658554077148,0.195,0,1,-1,2024-12-02T14:15:03Z
Doocy: This is a remarkable move,https://www.youtube.com/watch?v=9uhH1RI41hk,Will Biden pardon Trump?,0.614880383014679,0.043,1,1,1,2024-12-02T13:30:05Z
'Got this one wrong': Dems RIP Biden for pardoning Hunter in major reversal,https://www.youtube.com/watch?v=5j1mYRO7AzU,Will Biden pardon Trump?,0.6889178156852722,0.043,1,1,1,2024-12-02T12:45:00Z
CHANGE OF HEART: Biden defends sons pardon,https://www.youtube.com/watch?v=qDfBiQvrfzU,Will Biden pardon Trump?,0.6845695376396179,0.043,1,1,1,2024-12-02T05:30:16Z
Trey Gowdy: Biden was always going to pardon his son,https://www.youtube.com/watch?v=cCuEPFvjDls,Will Biden pardon Trump?,0.6389555931091309,0.043,1,1,1,2024-12-02T04:00:27Z
Bret Baier: This pardon was earlier than expected,https://www.youtube.com/watch?v=ACm7Wc077F8,Will Biden pardon Trump?,0.7014303207397461,0.043,1,1,1,2024-12-02T01:45:00Z
President Biden pardons son Hunter,https://www.youtube.com/watch?v=tntqI_D5oVQ,Will Biden pardon Trump?,0.6860828399658203,0.043,1,1,1,2024-12-02T01:00:39Z
"This is the real villain of politics, expert warns",https://www.youtube.com/watch?v=ORWZaQCmNWs,Will Trump impose 25% tariff on Mexico or Canada before February?,0.6624115705490112,0.215,-1,-1,-1,2024-12-01T20:30:02Z
"Harris has herself to blame for 2024 loss, Julie Banderas says",https://www.youtube.com/watch?v=iGDoZpQOyPQ,Tulsi Gabbard confirmed as Director of National Intelligence?,0.6104294657707214,0.53,-1,1,1,2024-11-28T05:00:37Z
"Watters: If you think Dem backstabbing with Biden was bad, just wait",https://www.youtube.com/watch?v=tN9nXWuaPTU,Will Biden pardon Trump?,0.657459020614624,0.0625,-1,-1,-1,2024-11-26T03:15:06Z
THREE-FOLD THREAT: Former DOD official warns the US is in a most dangerous time,https://www.youtube.com/watch?v=7uzFSb-UTYk,Will Pam Bondi be Trump's Attorney General?,0.8112576603889465,0.925,1,1,0,2024-11-24T21:15:00Z
THREE-FOLD THREAT: Former DOD official warns the US is in a most dangerous time,https://www.youtube.com/watch?v=7uzFSb-UTYk,Pam Bondi confirmed as Attorney General?,0.8054438829421997,0.915,1,1,1,2024-11-24T21:15:00Z
YOURE FIRED: Trump plans to slash entire Jack Smith team,https://www.youtube.com/watch?v=J-56RYnWJiQ,Will Pam Bondi be Trump's Attorney General?,0.6499396562576294,0.925,0,1,1,2024-11-23T20:15:00Z
YOURE FIRED: Trump plans to slash entire Jack Smith team,https://www.youtube.com/watch?v=J-56RYnWJiQ,Pam Bondi confirmed as Attorney General?,0.6383749842643738,0.915,0,1,1,2024-11-23T20:15:00Z
Jesse Watters: Pam Bondi's a winner because the deep state sounds awfully nervous,https://www.youtube.com/watch?v=nm8rkV3_xh0,Will Matt Gaetz be Trump's Attorney General?,0.7770044803619385,0.0035,1,1,1,2024-11-23T03:30:19Z
Jesse Watters: Pam Bondi's a winner because the deep state sounds awfully nervous,https://www.youtube.com/watch?v=nm8rkV3_xh0,Will Robert Giuffra be Trump's Attorney General?,0.6121464371681213,0.0065,-1,-1,-1,2024-11-23T03:30:19Z
Jesse Watters: Pam Bondi's a winner because the deep state sounds awfully nervous,https://www.youtube.com/watch?v=nm8rkV3_xh0,Pam Bondi confirmed as Attorney General?,0.6029272675514221,0.915,0,1,1,2024-11-23T03:30:19Z
Trump taps Scott Bessent for Treasury Secretary,https://www.youtube.com/watch?v=nY05VNF5rRU,Will Trump nominate Scott Bessent for Treasury Secretary?,0.6943285465240479,0.465,1,1,1,2024-11-22T23:36:50Z
"One Gaetz closes, another opens: Trump nominates Bondi for attorney general",https://www.youtube.com/watch?v=7rdplVvDSnQ,Will Matt Gaetz be Trump's Attorney General?,0.6568368077278137,0.0095,-1,-1,-1,2024-11-22T09:45:00Z
Was the Matt Gaetz pick 'strategic' by Trump?,https://www.youtube.com/watch?v=tWHt8Dmvmpk,Will Matt Gaetz be Trump's Attorney General?,0.6148743629455566,0.42,-1,-1,-1,2024-11-21T22:00:35Z
Trump watches SpaceX launch with Elon Musk,https://www.youtube.com/watch?v=2KGeOuD8TfQ,Will Elon Musk be a member of the Trump administration?,0.6275736093521118,0.115,1,1,1,2024-11-19T23:15:00Z
Trump wants Dr. Oz  to be CMS administrator,https://www.youtube.com/watch?v=ARNtSSTlvdg,Trump nominates Elon Musk to Cabinet?,0.6199870705604553,0.069,1,-1,-1,2024-11-19T21:14:25Z
'This is crazy': Cotton calls for probe of Democrat ballot scandal,https://www.youtube.com/watch?v=aw8kt_D7ne4,"Will Trump say ""recess appointment"" in his next speech?",0.6232143640518188,0.26,1,1,-1,2024-11-19T10:00:02Z
Democrats admit to counting disqualified ballots: 'Violation of the Constitution',https://www.youtube.com/watch?v=elx2ZK3qRVo,State wide recount in Presidential Election?,0.6003723740577698,0.026,-1,-1,-1,2024-11-18T21:15:02Z
Trump Treasury secretary race becoming a 'knife fight',https://www.youtube.com/watch?v=uK97KtWqT54,Will Brian Blase be Trump's HHS Secretary?,0.6196478009223938,0.01,0,-1,-1,2024-11-18T15:15:08Z
Karl Rove: This is cynical from Matt Gaetz,https://www.youtube.com/watch?v=n-qJvqQBef4,Will Mike Davis be Trump's Attorney General?,0.6375551223754883,0.0215,0,-1,-1,2024-11-18T11:00:55Z
Karl Rove: This is cynical from Matt Gaetz,https://www.youtube.com/watch?v=n-qJvqQBef4,Will Mike Lee be Trump's Attorney General?,0.6137722730636597,0.124,-1,-1,-1,2024-11-18T11:00:55Z
Lisa Boothe: Americans want disruption,https://www.youtube.com/watch?v=7RgrAZFjUag,Will Trump formally nominate RFK Jr. to the cabinet?,0.6019269227981567,0.9505,-1,-1,-1,2024-11-18T02:45:00Z
'SCARY': Doctor issues chilling warning over US health system,https://www.youtube.com/watch?v=WS8vH-iAg_k,"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",0.6220329999923706,0.002,0,1,0,2024-11-17T16:30:08Z
'SCARY': Doctor issues chilling warning over US health system,https://www.youtube.com/watch?v=WS8vH-iAg_k,RFK Jr. confirmed as Health & Human Services Secretary?,0.6116443872451782,0.695,1,1,1,2024-11-17T16:30:08Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Trump nominate Scott Bessent for Treasury Secretary?,0.686291515827179,0.715,-1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Trump nominate Doug Burgum for Energy Secretary?,0.6625454425811768,0.0285,-1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Trump nominate Mark Menezes for Energy Secretary?,0.656564474105835,0.109,-1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Trump nominate Dan Brouillette for Energy Secretary?,0.656456470489502,0.205,-1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Brian Blase be Trump's HHS Secretary?,0.6482535004615784,0.0135,-1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Trump wins and picks Dimon for Treasury Secretary?,0.6424601674079895,0.012,0,0,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Trump nominate Robert Lighthizer for Treasury Secretary?,0.6224688291549683,0.0435,-1,1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Paul Mango be Trump's HHS Secretary?,0.6180602312088013,0.019,0,1,1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Ben Carson be Trump's HHS Secretary?,0.6157577037811279,0.0335,1,1,1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Bobby Jindal be Trump's HHS Secretary?,0.6154749393463135,0.0505,-1,1,1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Trump nominate Howard Lutnick for Treasury Secretary?,0.6143569946289062,0.205,1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Trump nominate Tim Scott for HUD Secretary?,0.6142566204071045,0.012,1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Trump nominate Paul Dabbar for Energy Secretary?,0.6130788326263428,0.061,-1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will RFK Jr. be Trump's HHS Secretary?,0.610643744468689,0.8215,1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Trump nominates Elon Musk to Cabinet?,0.6082533597946167,0.0455,1,1,1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Trump nominate Robert Lighthizer for Commerce Secretary?,0.6060469746589661,0.2,-1,-1,-1,2024-11-16T21:41:13Z
Trump selects Chris Wright as Energy secretary,https://www.youtube.com/watch?v=JuCvnvl2mVA,Will Joe Grogan be Trump's HHS Secretary?,0.602183997631073,0.0185,-1,-1,-1,2024-11-16T21:41:13Z
RFK Jr. receives unexpected praise from Dem governor: 'Make America healthy again',https://www.youtube.com/watch?v=0cr_hc3KDa0,Will RFK be a member of the Trump administration?,0.7308109998703003,0.982,-1,-1,-1,2024-11-15T20:45:00Z
RFK Jr. receives unexpected praise from Dem governor: 'Make America healthy again',https://www.youtube.com/watch?v=0cr_hc3KDa0,Will Trump nominate RFK for FDA Commissioner?,0.7135595679283142,0.009,-1,-1,1,2024-11-15T20:45:00Z
RFK Jr. receives unexpected praise from Dem governor: 'Make America healthy again',https://www.youtube.com/watch?v=0cr_hc3KDa0,Will Trump formally nominate RFK Jr. to the cabinet?,0.7009093761444092,0.59,1,1,1,2024-11-15T20:45:00Z
RFK Jr. receives unexpected praise from Dem governor: 'Make America healthy again',https://www.youtube.com/watch?v=0cr_hc3KDa0,"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",0.6721252202987671,0.0035,-1,-1,-1,2024-11-15T20:45:00Z
RFK Jr. receives unexpected praise from Dem governor: 'Make America healthy again',https://www.youtube.com/watch?v=0cr_hc3KDa0,Will RFK Jr. be Trump's HHS Secretary?,0.6611120104789734,0.9225,-1,-1,-1,2024-11-15T20:45:00Z
Hosts react to RFK Jr. nomination: Cannot wait for his confirmation hearing,https://www.youtube.com/watch?v=_hIXzFy5dWw,Will Trump formally nominate RFK Jr. to the cabinet?,0.771581768989563,0.59,1,1,1,2024-11-15T15:30:15Z
Hosts react to RFK Jr. nomination: Cannot wait for his confirmation hearing,https://www.youtube.com/watch?v=_hIXzFy5dWw,Will RFK Jr. be Trump's HHS Secretary?,0.7536728382110596,0.9225,-1,-1,-1,2024-11-15T15:30:15Z
Hosts react to RFK Jr. nomination: Cannot wait for his confirmation hearing,https://www.youtube.com/watch?v=_hIXzFy5dWw,Will RFK be a member of the Trump administration?,0.7267542481422424,0.982,-1,-1,-1,2024-11-15T15:30:15Z
Hosts react to RFK Jr. nomination: Cannot wait for his confirmation hearing,https://www.youtube.com/watch?v=_hIXzFy5dWw,Will Trump nominate RFK for FDA Commissioner?,0.6742278337478638,0.009,-1,-1,1,2024-11-15T15:30:15Z
Hosts react to RFK Jr. nomination: Cannot wait for his confirmation hearing,https://www.youtube.com/watch?v=_hIXzFy5dWw,"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",0.641715407371521,0.0035,-1,-1,-1,2024-11-15T15:30:15Z
Laura: This is a ticking-time bomb,https://www.youtube.com/watch?v=Fy7jkd5_LtM,Will RFK Jr. be Trump's HHS Secretary?,0.6841796636581421,0.9225,-1,-1,-1,2024-11-15T13:15:01Z
Laura: This is a ticking-time bomb,https://www.youtube.com/watch?v=Fy7jkd5_LtM,Will Trump nominate RFK for FDA Commissioner?,0.6583907604217529,0.009,-1,-1,1,2024-11-15T13:15:01Z
Laura: This is a ticking-time bomb,https://www.youtube.com/watch?v=Fy7jkd5_LtM,Will RFK be a member of the Trump administration?,0.6530441641807556,0.982,-1,-1,-1,2024-11-15T13:15:01Z
Laura: This is a ticking-time bomb,https://www.youtube.com/watch?v=Fy7jkd5_LtM,Will Trump formally nominate RFK Jr. to the cabinet?,0.6525784730911255,0.59,1,1,1,2024-11-15T13:15:01Z
Trump's Cabinet picks make Dems see red,https://www.youtube.com/watch?v=z1LcwoGDdqk,"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",0.6917757987976074,0.0035,-1,-1,-1,2024-11-15T11:45:06Z
"Fox News Highlights - Nov. 14, 2024",https://www.youtube.com/watch?v=-6bqg-dsDI4,Will RFK be a member of the Trump administration?,0.6532617807388306,0.982,-1,-1,-1,2024-11-15T11:00:01Z
"Fox News Highlights - Nov. 14, 2024",https://www.youtube.com/watch?v=-6bqg-dsDI4,Will RFK Jr. be Trump's HHS Secretary?,0.6397957801818848,0.9225,-1,-1,-1,2024-11-15T11:00:01Z
"Fox News Highlights - Nov. 14, 2024",https://www.youtube.com/watch?v=-6bqg-dsDI4,Will Trump formally nominate RFK Jr. to the cabinet?,0.613189697265625,0.59,1,1,1,2024-11-15T11:00:01Z
"Fox News Highlights - Nov. 14, 2024",https://www.youtube.com/watch?v=-6bqg-dsDI4,Will Trump nominate RFK for FDA Commissioner?,0.6101095676422119,0.009,-1,-1,1,2024-11-15T11:00:01Z
"Americans made it clear they are sick and tired of the status quo, Trump transition spokeswoman says",https://www.youtube.com/watch?v=3s4PsI1ohn8,Will Matt Gaetz be Trump's Attorney General?,0.7847806215286255,0.45,1,-1,-1,2024-11-15T06:30:01Z
"Americans made it clear they are sick and tired of the status quo, Trump transition spokeswoman says",https://www.youtube.com/watch?v=3s4PsI1ohn8,Matt Gaetz confirmed as Attorney General?,0.7534862160682678,0.26,1,-1,1,2024-11-15T06:30:01Z
"Americans made it clear they are sick and tired of the status quo, Trump transition spokeswoman says",https://www.youtube.com/watch?v=3s4PsI1ohn8,Will Ken Paxton be Trump's Attorney General?,0.6096231341362,0.02,1,1,1,2024-11-15T06:30:01Z
Jesse Watters: It's time to make America healthy again!,https://www.youtube.com/watch?v=JgP6lyLaW5s,Will RFK Jr. be Trump's HHS Secretary?,0.6166921854019165,0.9225,-1,-1,-1,2024-11-15T03:15:02Z
Jesse Watters: It's time to make America healthy again!,https://www.youtube.com/watch?v=JgP6lyLaW5s,Will Trump formally nominate RFK Jr. to the cabinet?,0.6025872826576233,0.59,1,1,1,2024-11-15T03:15:02Z
Alina Habba: Trump has a lot to fix and we need to do it quickly,https://www.youtube.com/watch?v=TYNc8jej_RI,Will Tulsi Gabbard  be a member of the Trump administration?,0.6643861532211304,0.978,1,1,-1,2024-11-15T01:00:30Z
Alina Habba: Trump has a lot to fix and we need to do it quickly,https://www.youtube.com/watch?v=TYNc8jej_RI,Will Matt Gaetz be Trump's Attorney General?,0.6369062662124634,0.45,1,-1,-1,2024-11-15T01:00:30Z
Alina Habba: Trump has a lot to fix and we need to do it quickly,https://www.youtube.com/watch?v=TYNc8jej_RI,Matt Gaetz confirmed as Attorney General?,0.6016879081726074,0.26,1,-1,1,2024-11-15T01:00:30Z
"'The Five' reacts to Trump choosing RFK, Jr to be HHS secretary",https://www.youtube.com/watch?v=_tHMpIb4-FI,Trump nominates RFK Jr. to Cabinet?,0.657630205154419,0.57,1,1,1,2024-11-14T22:44:10Z
"'The Five' reacts to Trump choosing RFK, Jr to be HHS secretary",https://www.youtube.com/watch?v=_tHMpIb4-FI,Will RFK be a member of the Trump administration?,0.6199337840080261,0.87,1,1,1,2024-11-14T22:44:10Z
"Trump picks RFK, Jr. as Health and Human Services secretary",https://www.youtube.com/watch?v=Bk3X2W7VFqs,"Will Trump nominate Robert F. Kennedy, Jr. for Agriculture Secretary?",0.747006893157959,0.0755,-1,-1,-1,2024-11-14T21:28:23Z
"Trump picks RFK, Jr. as Health and Human Services secretary",https://www.youtube.com/watch?v=Bk3X2W7VFqs,Trump nominates RFK Jr. to Cabinet?,0.6216537952423096,0.57,1,1,1,2024-11-14T21:28:23Z
"Trump picks RFK, Jr. as Health and Human Services secretary",https://www.youtube.com/watch?v=Bk3X2W7VFqs,Will Trump nominate RFK Jr. for HHS Secretary?,0.6037949323654175,0.335,1,1,1,2024-11-14T21:28:23Z
The 'bigger story' surrounding Matt Gaetz's controversial nomination,https://www.youtube.com/watch?v=aeL2BoFjFG8,Matt Gaetz confirmed as Attorney General?,0.7476940155029297,0.36,-1,-1,-1,2024-11-14T18:30:02Z
Trump reveals new details about Biden White House meeting: 'Very gracious',https://www.youtube.com/watch?v=yNqnOqnHNjk,Will Joe Biden attend presidential inauguration?,0.69781494140625,0.945,-1,-1,0,2024-11-14T14:01:01Z
Trump's pick of Matt Gaetz for attorney general sends shockwaves in DC,https://www.youtube.com/watch?v=CRk_MnybM8Y,Will Trump nominate Mike Davis for Attorney General?,0.6228851079940796,0.0175,-1,-1,-1,2024-11-14T11:45:01Z
Gutfeld: The left is melting down,https://www.youtube.com/watch?v=e7JCEi_AO7Q,Will Trump nominate Chad Mizelle for Homeland Security Secretary?,0.6030780076980591,0.009,-1,-1,-1,2024-11-14T05:00:25Z
Tulsi Gabbard 'eager to get to work' after nomination to be director of National Intelligence,https://www.youtube.com/watch?v=D9L9JsNrdzk,Will Tulsi Gabbard  be a member of the Trump administration?,0.7490281462669373,0.983,-1,-1,-1,2024-11-14T02:15:00Z
Tulsi Gabbard 'eager to get to work' after nomination to be director of National Intelligence,https://www.youtube.com/watch?v=D9L9JsNrdzk,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.7480803728103638,0.009,-1,-1,-1,2024-11-14T02:15:00Z
Tulsi Gabbard 'eager to get to work' after nomination to be director of National Intelligence,https://www.youtube.com/watch?v=D9L9JsNrdzk,Trump nominates Tulsi Gabbard to Cabinet?,0.7200549840927124,0.9565,1,1,1,2024-11-14T02:15:00Z
Tulsi Gabbard 'eager to get to work' after nomination to be director of National Intelligence,https://www.youtube.com/watch?v=D9L9JsNrdzk,Will Trump nominate Tulsi Gabbard for Secretary of Veterans Affairs?,0.6927218437194824,0.0305,-1,-1,-1,2024-11-14T02:15:00Z
'The Five' reacts to Trump nominating Pete Hegseth as Secretary of Defense,https://www.youtube.com/watch?v=K-wtOHtUBDc,Pete Hegseth confirmed as Secretary of Defense?,0.7973435521125793,0.805,0,-1,-1,2024-11-14T00:45:00Z
'The Five': Get ready for the United States of DOGE!,https://www.youtube.com/watch?v=3X8ALiaAkbY,Will Elon Musk be a member of the Trump administration?,0.6328160762786865,0.165,-1,-1,-1,2024-11-14T00:00:02Z
'The Five': Get ready for the United States of DOGE!,https://www.youtube.com/watch?v=3X8ALiaAkbY,Trump nominates Elon Musk to Cabinet?,0.6244937181472778,0.075,-1,1,-1,2024-11-14T00:00:02Z
Trump nominates Matt Gaetz as attorney general,https://www.youtube.com/watch?v=g7I9fYyhmjM,Will Trump nominate Will Levi for Attorney General?,0.6039615273475647,0.05,-1,-1,-1,2024-11-13T21:00:07Z
Trump nominates Marco Rubio for Secretary of State,https://www.youtube.com/watch?v=8awWSBojUyw,Will Trump nominate Marco Rubio for Secretary of State?,0.7734991908073425,0.791,1,1,1,2024-11-13T20:40:45Z
Trump nominates Marco Rubio for Secretary of State,https://www.youtube.com/watch?v=8awWSBojUyw,Will Marco Rubio be a member of the Trump administration?,0.6590744256973267,0.9175,1,1,1,2024-11-13T20:40:45Z
Trump picks Tulsi Gabbard to be Director of National Intelligence,https://www.youtube.com/watch?v=VcgzwKn0ads,Will Trump nominate Tulsi Gabbard for Homeland Security Secretary?,0.7354922294616699,0.017,-1,-1,-1,2024-11-13T20:19:44Z
Trump picks Tulsi Gabbard to be Director of National Intelligence,https://www.youtube.com/watch?v=VcgzwKn0ads,Will Tulsi Gabbard  be a member of the Trump administration?,0.6947541236877441,0.81,1,1,1,2024-11-13T20:19:44Z
Trump picks Tulsi Gabbard to be Director of National Intelligence,https://www.youtube.com/watch?v=VcgzwKn0ads,Will Trump nominate Tulsi Gabbard for Secretary of Veterans Affairs?,0.6777260303497314,0.28,-1,-1,-1,2024-11-13T20:19:44Z
Trump picks Tulsi Gabbard to be Director of National Intelligence,https://www.youtube.com/watch?v=VcgzwKn0ads,Trump nominates Tulsi Gabbard to Cabinet?,0.6775295734405518,0.435,1,1,1,2024-11-13T20:19:44Z
KJP provides insight into Trump-Biden meeting in the Oval Office,https://www.youtube.com/watch?v=lGqAZixIK7U,Will Joe Biden attend presidential inauguration?,0.6491838693618774,0.945,0,0,-1,2024-11-13T19:45:27Z
'They've learned nothing': Left melts down over Trump announcement,https://www.youtube.com/watch?v=qSfW_kmLIBU,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6570326089859009,0.0185,-1,-1,-1,2024-11-13T19:15:01Z
Gutfeld: Democrats are obsessed with this,https://www.youtube.com/watch?v=jGk1XqfKR2Y,Will Trump nominate Thomas Homan for Homeland Security Secretary?,0.6141844391822815,0.0185,-1,-1,-1,2024-11-13T04:30:19Z
Mike Huckabee addresses role as US ambassador to Israel: 'A new sheriff is in town',https://www.youtube.com/watch?v=AJmzz3YA-A0,Will Trump nominate  David M. Friedman for Israeli Ambassador?,0.7044206857681274,0.0065,-1,-1,-1,2024-11-13T03:30:05Z
